run_id,condition,query_entity_idx,max_logprob_token,max_logprob,a1_token,a1_logprob,a2_token,a2_logprob,correct_answer
36,attribute,0, Lima,-2.1591670513153076,L,-6.445975303649902,Mus,-14.42012882232666,a1
36,entity,0, Lima,-1.0537917613983154,L,-7.003437042236328,Mus,-14.237837791442871,a1
36,both,0, Lima,-1.0537917613983154,L,-7.003437042236328,Mus,-14.237837791442871,a1
36,control,1, Mus,-0.7325945496559143,L,-14.402329444885254,Mus,-8.0084810256958,a2
36,attribute,1, Mus,-0.7405043840408325,L,-12.99574089050293,Mus,-8.260619163513184,a2
36,entity,1, Mus,-0.8549692034721375,L,-13.081966400146484,Mus,-7.683527946472168,a2
36,both,1, Mus,-0.8549692034721375,L,-13.081966400146484,Mus,-7.683527946472168,a2
37,control,0, Rab,-0.853158175945282,R,-8.453132629394531,Ky,-12.688094139099121,a1
37,attribute,0, Rab,-1.5530544519424438,R,-7.278944492340088,Ky,-11.6117525100708,a1
37,entity,0, Rab,-0.5811803340911865,R,-8.14147663116455,Ky,-13.188207626342773,a1
37,both,0, Rab,-0.5811803340911865,R,-8.14147663116455,Ky,-13.188207626342773,a1
37,control,1, Kiev,-1.0143659114837646,R,-12.603429794311523,Ky,-9.002779006958008,a2
37,attribute,1, Ky,-1.445934534072876,R,-11.366507530212402,Ky,-8.50611686706543,a2
37,entity,1, Kiev,-1.5578131675720215,R,-11.33670425415039,Ky,-9.041080474853516,a2
37,both,1, Kiev,-1.5578131675720215,R,-11.33670425415039,Ky,-9.041080474853516,a2
38,control,0, Kuala,-0.5365555882453918,K,-9.668752670288086,Trip,-13.384411811828613,a1
38,attribute,0,"
",-1.6982697248458862,K,-8.67674732208252,Trip,-13.805801391601562,a1
38,entity,0, Kuala,-0.7330954670906067,K,-9.247364044189453,Trip,-12.33790397644043,a1
38,both,0, Kuala,-0.7330954670906067,K,-9.247364044189453,Trip,-12.33790397644043,a1
38,control,1, Trip,-0.33097752928733826,K,-12.83790397644043,Trip,-6.650835990905762,a2
38,attribute,1, Trip,-0.7357120513916016,K,-11.562270164489746,Trip,-7.345162391662598,a2
38,entity,1, Trip,-0.4477190375328064,K,-12.176337242126465,Trip,-6.481947422027588,a2
38,both,1, Trip,-0.4477190375328064,K,-12.176337242126465,Trip,-6.481947422027588,a2
39,control,0, K,-0.4410896897315979,K,-8.659869194030762,K,-8.659869194030762,a1
39,attribute,0, K,-0.8643665909767151,K,-9.222248077392578,K,-9.222248077392578,a1
39,entity,0, K,-0.3350273072719574,K,-8.501696586608887,K,-8.501696586608887,a1
39,both,0, K,-0.3350273072719574,K,-8.501696586608887,K,-8.501696586608887,a1
39,control,1, Kuala,-0.3629283010959625,K,-9.33073616027832,K,-9.33073616027832,a2
39,attribute,1,"
",-1.5791144371032715,K,-8.152193069458008,K,-8.152193069458008,a2
39,entity,1, Kuala,-0.91827392578125,K,-7.627437591552734,K,-7.627437591552734,a2
39,both,1, Kuala,-0.91827392578125,K,-7.627437591552734,K,-7.627437591552734,a2
40,control,0, Lisbon,-0.511451005935669,L,-8.092443466186523,T,-10.153857231140137,a1
40,attribute,0, Lisbon,-1.813217282295227,L,-6.49937629699707,T,-9.115204811096191,a1
40,entity,0, Lisbon,-0.5349040627479553,L,-7.254654407501221,T,-9.51913070678711,a1
40,both,0, Lisbon,-0.5349040627479553,L,-7.254654407501221,T,-9.51913070678711,a1
40,control,1, Tunis,-0.521910548210144,L,-13.442841529846191,T,-7.1984453201293945,a2
40,attribute,1,"
",-2.2084600925445557,L,-11.262284278869629,T,-5.797057151794434,a2
40,entity,1, Tunis,-0.6361310482025146,L,-12.031160354614258,T,-6.356357574462891,a2
40,both,1, Tunis,-0.6361310482025146,L,-12.031160354614258,T,-6.356357574462891,a2
41,control,0, Islamabad,-1.1040544509887695,Islam,-9.281243324279785,Mont,-12.468724250793457,a1
41,attribute,0,"
",-1.6552472114562988,Islam,-8.98740005493164,Mont,-13.368053436279297,a1
41,entity,0, Islamabad,-0.8496252298355103,Islam,-8.954585075378418,Mont,-11.831685066223145,a1
41,both,0, Islamabad,-0.8496252298355103,Islam,-8.954585075378418,Mont,-11.831685066223145,a1
41,control,1, Mont,-0.6509321331977844,Islam,-15.063262939453125,Mont,-8.269826889038086,a2
41,attribute,1,"
",-1.2257325649261475,Islam,-15.343241691589355,Mont,-9.307869911193848,a2
41,entity,1, Mont,-0.7913763523101807,Islam,-14.670263290405273,Mont,-8.020498275756836,a2
41,both,1, Mont,-0.7913763523101807,Islam,-14.670263290405273,Mont,-8.020498275756836,a2
42,control,0, Sk,-0.5716537237167358,Sk,-8.407678604125977,P,-12.308937072753906,a1
42,attribute,0, Sk,-0.6634048223495483,Sk,-8.654181480407715,P,-11.588906288146973,a1
42,entity,0, Sk,-0.6313574910163879,Sk,-8.417001724243164,P,-11.862425804138184,a1
42,both,0, Sk,-0.6313574910163879,Sk,-8.417001724243164,P,-11.862425804138184,a1
42,control,1, Pr,-0.5862028002738953,Sk,-12.659601211547852,P,-9.982151985168457,a2
42,attribute,1, Pr,-0.44743770360946655,Sk,-13.097068786621094,P,-9.498172760009766,a2
42,entity,1, Pr,-0.5308321714401245,Sk,-12.71874713897705,P,-9.52528190612793,a2
42,both,1, Pr,-0.5308321714401245,Sk,-12.71874713897705,P,-9.52528190612793,a2
43,control,0, Palestine,-0.5088256001472473,Jer,-10.361675262451172,L,-11.89173412322998,a1
43,attribute,0, the,-2.033810615539551,Jer,-11.756322860717773,L,-9.296991348266602,a1
43,entity,0, Palestine,-1.2262364625930786,Jer,-9.463640213012695,L,-10.994810104370117,a1
43,both,0, Palestine,-1.2262364625930786,Jer,-9.463640213012695,L,-10.994810104370117,a1
43,control,1, Lisbon,-0.7887556552886963,Jer,-13.082738876342773,L,-7.7098588943481445,a2
43,attribute,1, Lisbon,-1.7721906900405884,Jer,-13.652080535888672,L,-6.3917317390441895,a2
43,entity,1, Lisbon,-1.3988137245178223,Jer,-11.249231338500977,L,-6.4884257316589355,a2
43,both,1, Lisbon,-1.3988137245178223,Jer,-11.249231338500977,L,-6.4884257316589355,a2
44,control,0, Tunisia,-1.01060950756073,T,-7.382204055786133,L,-12.14119815826416,a1
44,attribute,0, ______,-2.637248992919922,T,-5.754965782165527,L,-9.757389068603516,a1
44,entity,0, Tunis,-0.8843092918395996,T,-6.920973300933838,L,-11.664525985717773,a1
44,both,0, Tunis,-0.8843092918395996,T,-6.920973300933838,L,-11.664525985717773,a1
44,control,1, L,-0.6338528990745544,T,-12.416191101074219,L,-8.55196475982666,a2
44,attribute,1, L,-0.5524531602859497,T,-11.615440368652344,L,-8.057160377502441,a2
44,entity,1, L,-0.6524988412857056,T,-11.34914493560791,L,-7.98038911819458,a2
44,both,1, L,-0.6524988412857056,T,-11.34914493560791,L,-7.98038911819458,a2
45,control,0, Car,-0.8965614438056946,Car,-8.267782211303711,Wars,-11.5697603225708,a1
45,attribute,0, Car,-0.9946732521057129,Car,-8.280036926269531,Wars,-11.66055679321289,a1
45,entity,0, Car,-0.7920634746551514,Car,-8.021474838256836,Wars,-11.790331840515137,a1
45,both,0, Car,-0.7920634746551514,Car,-8.021474838256836,Wars,-11.790331840515137,a1
45,control,1, Warsaw,-0.5856148600578308,Car,-14.049034118652344,Wars,-7.894533634185791,a2
45,attribute,1,"
",-1.7770541906356812,Car,-13.301379203796387,Wars,-7.961546421051025,a2
45,entity,1, Warsaw,-1.043114423751831,Car,-11.727375984191895,Wars,-8.184331893920898,a2
45,both,1, Warsaw,-1.043114423751831,Car,-11.727375984191895,Wars,-8.184331893920898,a2
46,control,0, H,-0.6817702054977417,H,-10.232911109924316,N,-14.802486419677734,a1
46,attribute,0, H,-0.87736576795578,H,-10.079039573669434,N,-13.21410083770752,a1
46,entity,0, H,-0.8601706624031067,H,-10.178803443908691,N,-14.077762603759766,a1
46,both,0, H,-0.8601706624031067,H,-10.178803443908691,N,-14.077762603759766,a1
46,control,1, Nairobi,-0.3417746126651764,H,-13.784955024719238,N,-9.563783645629883,a2
46,attribute,1,"
",-1.5964329242706299,H,-11.879239082336426,N,-7.637063026428223,a2
46,entity,1, Nairobi,-1.0048954486846924,H,-12.737046241760254,N,-8.376370429992676,a2
46,both,1, Nairobi,-1.0048954486846924,H,-12.737046241760254,N,-8.376370429992676,a2
47,control,0, R,-0.5315428972244263,R,-8.657142639160156,Man,-15.525041580200195,a1
47,attribute,0, R,-1.3923588991165161,R,-9.318381309509277,Man,-14.114938735961914,a1
47,entity,0, R,-0.7578074336051941,R,-8.28830337524414,Man,-14.62083911895752,a1
47,both,0, R,-0.7578074336051941,R,-8.28830337524414,Man,-14.62083911895752,a1
47,control,1, Man,-0.5420677065849304,R,-13.098064422607422,Man,-7.758396148681641,a2
47,attribute,1, Man,-0.23393091559410095,R,-13.054347038269043,Man,-8.019268035888672,a2
47,entity,1, Man,-0.45960989594459534,R,-12.136119842529297,Man,-7.682865142822266,a2
47,both,1, Man,-0.45960989594459534,R,-12.136119842529297,Man,-7.682865142822266,a2
48,control,0, Car,-0.6411998271942139,Car,-8.274614334106445,Ni,-13.279190063476562,a1
48,attribute,0, Car,-1.1382057666778564,Car,-8.624568939208984,Ni,-12.739790916442871,a1
48,entity,0, Car,-0.9051535129547119,Car,-8.380367279052734,Ni,-12.728785514831543,a1
48,both,0, Car,-0.9051535129547119,Car,-8.380367279052734,Ni,-12.728785514831543,a1
48,control,1, Ni,-0.49445319175720215,Car,-13.793573379516602,Ni,-8.630309104919434,a2
48,attribute,1, Ni,-1.211530089378357,Car,-12.883681297302246,Ni,-8.73395824432373,a2
48,entity,1, Ni,-0.9978187084197998,Car,-11.576193809509277,Ni,-8.484601974487305,a2
48,both,1, Ni,-0.9978187084197998,Car,-11.576193809509277,Ni,-8.484601974487305,a2
49,control,0, Mog,-0.7640049457550049,M,-9.240131378173828,Sk,-11.826948165893555,a1
49,attribute,0, Mog,-2.0764691829681396,M,-9.334664344787598,Sk,-11.34191608428955,a1
49,entity,0, Mog,-0.7622029781341553,M,-9.400279998779297,Sk,-11.649473190307617,a1
49,both,0, Mog,-0.7622029781341553,M,-9.400279998779297,Sk,-11.649473190307617,a1
49,control,1, Sk,-0.502605140209198,M,-10.833029747009277,Sk,-8.045934677124023,a2
49,attribute,1, Sk,-0.49205175042152405,M,-11.637821197509766,Sk,-8.127306938171387,a2
49,entity,1, Sk,-0.5081765651702881,M,-10.891210556030273,Sk,-7.911531448364258,a2
49,both,1, Sk,-0.5081765651702881,M,-10.891210556030273,Sk,-7.911531448364258,a2
50,control,0, Ni,-0.6473442316055298,Ni,-8.904040336608887,B,-13.090311050415039,a1
50,attribute,0, Ni,-1.5176708698272705,Ni,-9.428050994873047,B,-11.770604133605957,a1
50,entity,0, Ni,-0.8656384944915771,Ni,-8.492061614990234,B,-12.633188247680664,a1
50,both,0, Ni,-0.8656384944915771,Ni,-8.492061614990234,B,-12.633188247680664,a1
50,control,1, Bam,-0.8087698221206665,Ni,-11.780595779418945,B,-8.090423583984375,a2
50,attribute,1,"
",-2.3694381713867188,Ni,-12.075654983520508,B,-7.256176948547363,a2
50,entity,1, Bam,-1.2866700887680054,Ni,-10.875288963317871,B,-7.6428351402282715,a2
50,both,1, Bam,-1.2866700887680054,Ni,-10.875288963317871,B,-7.6428351402282715,a2
51,control,0, Mus,-0.5413576364517212,Mus,-8.70211124420166,K,-13.611886024475098,a1
51,attribute,0, Mus,-0.6435609459877014,Mus,-9.13220500946045,K,-12.118002891540527,a1
51,entity,0, Mus,-0.7380733489990234,Mus,-8.801294326782227,K,-13.005440711975098,a1
51,both,0, Mus,-0.7380733489990234,Mus,-8.801294326782227,K,-13.005440711975098,a1
51,control,1, Kuala,-0.2793462872505188,Mus,-16.143468856811523,K,-9.404810905456543,a2
51,attribute,1, K,-1.788327693939209,Mus,-14.868263244628906,K,-7.681881427764893,a2
51,entity,1, Kuala,-0.8053411245346069,Mus,-14.354963302612305,K,-8.287397384643555,a2
51,both,1, Kuala,-0.8053411245346069,Mus,-14.354963302612305,K,-8.287397384643555,a2
52,control,0, Vil,-0.6220459938049316,V,-7.622209072113037,V,-7.622209072113037,a1
52,attribute,0,"
",-2.2707700729370117,V,-7.318424224853516,V,-7.318424224853516,a1
52,entity,0, Vil,-0.7259153127670288,V,-7.334919452667236,V,-7.334919452667236,a1
52,both,0, Vil,-0.7259153127670288,V,-7.334919452667236,V,-7.334919452667236,a1
52,control,1, V,-0.6119102835655212,V,-7.6291422843933105,V,-7.6291422843933105,a2
52,attribute,1, V,-0.49566650390625,V,-7.360265731811523,V,-7.360265731811523,a2
52,entity,1, V,-0.4427254796028137,V,-7.205308437347412,V,-7.205308437347412,a2
52,both,1, V,-0.4427254796028137,V,-7.205308437347412,V,-7.205308437347412,a2
53,control,0, Kuwait,-0.12454866617918015,K,-9.208853721618652,Sk,-14.17701244354248,a1
53,attribute,0,"
",-2.843397378921509,K,-7.966952323913574,Sk,-12.357717514038086,a1
53,entity,0, Kuwait,-0.3800830543041229,K,-8.399683952331543,Sk,-13.124320983886719,a1
53,both,0, Kuwait,-0.3800830543041229,K,-8.399683952331543,Sk,-13.124320983886719,a1
53,control,1, Sk,-0.3707842230796814,K,-12.682961463928223,Sk,-8.042561531066895,a2
53,attribute,1, Sk,-0.520569920539856,K,-11.84793758392334,Sk,-8.31219482421875,a2
53,entity,1, Sk,-0.4808451533317566,K,-11.676154136657715,Sk,-7.808579921722412,a2
53,both,1, Sk,-0.4808451533317566,K,-11.676154136657715,Sk,-7.808579921722412,a2
54,control,0, Nairobi,-0.5749781727790833,N,-9.078014373779297,Ap,-13.729618072509766,a1
54,attribute,0, N,-1.7204025983810425,N,-7.125614166259766,Ap,-12.61583137512207,a1
54,entity,0, Nairobi,-0.739193320274353,N,-8.32402229309082,Ap,-12.889335632324219,a1
54,both,0, Nairobi,-0.739193320274353,N,-8.32402229309082,Ap,-12.889335632324219,a1
54,control,1, Ap,-0.6363255977630615,N,-13.00026798248291,Ap,-7.578212738037109,a2
54,attribute,1, Ap,-1.0502257347106934,N,-11.3836669921875,Ap,-8.201517105102539,a2
54,entity,1, Ap,-0.650412380695343,N,-12.251739501953125,Ap,-7.537110328674316,a2
54,both,1, Ap,-0.650412380695343,N,-12.251739501953125,Ap,-7.537110328674316,a2
55,control,0, Bangkok,-1.0158343315124512,Bang,-9.206157684326172,N,-10.929708480834961,a1
55,attribute,0,"
",-1.6235510110855103,Bang,-10.843981742858887,N,-9.223522186279297,a1
55,entity,0, Bangkok,-1.366036057472229,Bang,-9.260656356811523,N,-10.130213737487793,a1
55,both,0, Bangkok,-1.366036057472229,Bang,-9.260656356811523,N,-10.130213737487793,a1
55,control,1, Yang,-1.255245566368103,Bang,-13.609355926513672,N,-8.398175239562988,a2
55,attribute,1,"
",-0.9318809509277344,Bang,-15.541643142700195,N,-7.476161956787109,a2
55,entity,1, Nay,-1.4662539958953857,Bang,-13.600981712341309,N,-7.684666633605957,a2
55,both,1, Nay,-1.4662539958953857,Bang,-13.600981712341309,N,-7.684666633605957,a2
56,control,0, Ankara,-1.133840560913086,An,-12.178369522094727,Sk,-10.727783203125,a1
56,attribute,0, Ankara,-2.3123667240142822,An,-10.549041748046875,Sk,-10.214502334594727,a1
56,entity,0, Ankara,-0.9709921479225159,An,-11.746541976928711,Sk,-10.576949119567871,a1
56,both,0, Ankara,-0.9709921479225159,An,-11.746541976928711,Sk,-10.576949119567871,a1
56,control,1, Sk,-0.6500868201255798,An,-16.018573760986328,Sk,-8.494367599487305,a2
56,attribute,1, Sk,-0.8062556385993958,An,-14.621528625488281,Sk,-8.745012283325195,a2
56,entity,1, Sk,-0.6755208373069763,An,-15.20702075958252,Sk,-8.417887687683105,a2
56,both,1, Sk,-0.6755208373069763,An,-15.20702075958252,Sk,-8.417887687683105,a2
57,control,0, Damascus,-0.611860990524292,Dam,-8.38199234008789,Be,-10.674735069274902,a1
57,attribute,0, ______,-2.4256577491760254,Dam,-8.224449157714844,Be,-9.433964729309082,a1
57,entity,0, Damascus,-0.8838761448860168,Dam,-8.322810173034668,Be,-10.350251197814941,a1
57,both,0, Damascus,-0.8838761448860168,Dam,-8.322810173034668,Be,-10.350251197814941,a1
57,control,1, Beirut,-0.5665525197982788,Dam,-11.529545783996582,Be,-7.587188243865967,a2
57,attribute,1, Be,-2.0430877208709717,Dam,-11.651633262634277,Be,-6.640399932861328,a2
57,entity,1, Beirut,-0.7010073661804199,Dam,-11.612581253051758,Be,-7.477749347686768,a2
57,both,1, Beirut,-0.7010073661804199,Dam,-11.612581253051758,Be,-7.477749347686768,a2
58,control,0, Man,-0.6666091084480286,Man,-7.951170444488525,V,-14.514440536499023,a1
58,attribute,0, Man,-0.5110079050064087,Man,-8.370084762573242,V,-13.99427604675293,a1
58,entity,0, Man,-0.41105371713638306,Man,-7.878232002258301,V,-14.455241203308105,a1
58,both,0, Man,-0.41105371713638306,Man,-7.878232002258301,V,-14.455241203308105,a1
58,control,1, V,-0.7694799900054932,Man,-14.83584976196289,V,-8.158658027648926,a2
58,attribute,1, V,-0.5549370050430298,Man,-14.964524269104004,V,-7.510783672332764,a2
58,entity,1, V,-0.6119211912155151,Man,-14.281242370605469,V,-7.7783403396606445,a2
58,both,1, V,-0.6119211912155151,Man,-14.281242370605469,V,-7.7783403396606445,a2
59,control,0, Beirut,-0.43764907121658325,Be,-8.0684175491333,Ni,-12.072346687316895,a1
59,attribute,0,"
",-3.02681040763855,Be,-8.03630542755127,Ni,-12.384993553161621,a1
59,entity,0, Beirut,-0.479295551776886,Be,-8.424365997314453,Ni,-12.1082124710083,a1
59,both,0, Beirut,-0.479295551776886,Be,-8.424365997314453,Ni,-12.1082124710083,a1
59,control,1, Ni,-0.34839239716529846,Be,-15.508978843688965,Ni,-8.44175910949707,a2
59,attribute,1, Ni,-1.315956473350525,Be,-14.057085990905762,Ni,-8.68658447265625,a2
59,entity,1, Ni,-0.7814636826515198,Be,-13.941732406616211,Ni,-8.035993576049805,a2
59,both,1, Ni,-0.7814636826515198,Be,-13.941732406616211,Ni,-8.035993576049805,a2
60,control,0, Palestine,-0.4656945765018463,Jer,-11.053946495056152,L,-12.417913436889648,a1
60,attribute,0, Ram,-1.808558464050293,Jer,-11.876008987426758,L,-10.949162483215332,a1
60,entity,0, Palestine,-1.607703447341919,Jer,-10.428390502929688,L,-11.132250785827637,a1
60,both,0, Palestine,-1.607703447341919,Jer,-10.428390502929688,L,-11.132250785827637,a1
60,control,1, L,-0.36158084869384766,Jer,-15.298080444335938,L,-8.482906341552734,a2
60,attribute,1, L,-0.15350189805030823,Jer,-16.533632278442383,L,-8.623140335083008,a2
60,entity,1, L,-0.276946097612381,Jer,-14.400517463684082,L,-8.056726455688477,a2
60,both,1, L,-0.276946097612381,Jer,-14.400517463684082,L,-8.056726455688477,a2
61,control,0, Pr,-0.9909034967422485,P,-10.092679023742676,Trip,-13.637657165527344,a1
61,attribute,0, Pr,-0.5365000367164612,P,-9.87236213684082,Trip,-14.821864128112793,a1
61,entity,0, Pr,-0.8979410529136658,P,-9.786707878112793,Trip,-13.613371849060059,a1
61,both,0, Pr,-0.8979410529136658,P,-9.786707878112793,Trip,-13.613371849060059,a1
61,control,1, Trip,-0.5433162450790405,P,-13.775402069091797,Trip,-6.829614162445068,a2
61,attribute,1, Trip,-0.9019775986671448,P,-12.98388671875,Trip,-7.658666610717773,a2
61,entity,1, Trip,-0.6736112236976624,P,-12.55723762512207,Trip,-6.487332820892334,a2
61,both,1, Trip,-0.6736112236976624,P,-12.55723762512207,Trip,-6.487332820892334,a2
62,control,0, Har,-0.5442721247673035,Har,-8.150614738464355,Pan,-10.696228981018066,a1
62,attribute,0, Har,-1.0460320711135864,Har,-8.509747505187988,Pan,-14.144497871398926,a1
62,entity,0, Har,-0.6755642294883728,Har,-7.938353061676025,Pan,-10.815074920654297,a1
62,both,0, Har,-0.6755642294883728,Har,-7.938353061676025,Pan,-10.815074920654297,a1
62,control,1, Panama,-0.25605738162994385,Har,-13.721470832824707,Pan,-7.3224005699157715,a2
62,attribute,1,"
",-2.192251443862915,Har,-12.209049224853516,Pan,-11.735462188720703,a2
62,entity,1, Panama,-1.6542644500732422,Har,-11.56437873840332,Pan,-8.386116027832031,a2
62,both,1, Panama,-1.6542644500732422,Har,-11.56437873840332,Pan,-8.386116027832031,a2
63,control,0, Br,-0.3471224308013916,Br,-8.357550621032715,Har,-16.311967849731445,a1
63,attribute,0, Br,-0.7193011045455933,Br,-8.706437110900879,Har,-15.51828670501709,a1
63,entity,0, Br,-0.5799605846405029,Br,-8.529770851135254,Har,-15.604193687438965,a1
63,both,0, Br,-0.5799605846405029,Br,-8.529770851135254,Har,-15.604193687438965,a1
63,control,1, Har,-0.24913473427295685,Br,-14.929906845092773,Har,-7.895823955535889,a2
63,attribute,1, Har,-0.2831363379955292,Br,-14.38265323638916,Har,-7.608853340148926,a2
63,entity,1, Har,-0.3136138319969177,Br,-14.944833755493164,Har,-7.575505256652832,a2
63,both,1, Har,-0.3136138319969177,Br,-14.944833755493164,Har,-7.575505256652832,a2
64,control,0, Har,-0.38270458579063416,Har,-8.295828819274902,L,-11.000567436218262,a1
64,attribute,0, Har,-1.2298543453216553,Har,-8.65489387512207,L,-9.414789199829102,a1
64,entity,0, Har,-0.5413966774940491,Har,-8.136805534362793,L,-10.14197063446045,a1
64,both,0, Har,-0.5413966774940491,Har,-8.136805534362793,L,-10.14197063446045,a1
64,control,1, L,-0.5745077133178711,Har,-15.599719047546387,L,-8.844062805175781,a2
64,attribute,1, L,-0.8052350878715515,Har,-15.387056350708008,L,-8.552888870239258,a2
64,entity,1, L,-0.7645843625068665,Har,-14.617128372192383,L,-8.369643211364746,a2
64,both,1, L,-0.7645843625068665,Har,-14.617128372192383,L,-8.369643211364746,a2
65,control,0, Oslo,-1.193381428718567,Os,-8.36859130859375,Car,-9.648855209350586,a1
65,attribute,0,"
",-1.8506845235824585,Os,-9.558180809020996,Car,-9.57815933227539,a1
65,entity,0, Oslo,-1.4226046800613403,Os,-8.371566772460938,Car,-9.520824432373047,a1
65,both,0, Oslo,-1.4226046800613403,Os,-8.371566772460938,Car,-9.520824432373047,a1
65,control,1, Car,-0.4137081503868103,Os,-15.433732986450195,Car,-8.118038177490234,a2
65,attribute,1, Car,-0.5397516489028931,Os,-15.435221672058105,Car,-8.106764793395996,a2
65,entity,1, Car,-0.6634063720703125,Os,-14.173437118530273,Car,-8.013989448547363,a2
65,both,1, Car,-0.6634063720703125,Os,-14.173437118530273,Car,-8.013989448547363,a2
66,control,0, Sk,-0.36693885922431946,Sk,-8.208815574645996,R,-13.930712699890137,a1
66,attribute,0, Sk,-0.7149211168289185,Sk,-8.756808280944824,R,-12.820723533630371,a1
66,entity,0, Sk,-0.3101097345352173,Sk,-8.108272552490234,R,-13.80357551574707,a1
66,both,0, Sk,-0.3101097345352173,Sk,-8.108272552490234,R,-13.80357551574707,a1
66,control,1, R,-0.3611154556274414,Sk,-14.740499496459961,R,-8.343759536743164,a2
66,attribute,1, R,-0.5670780539512634,Sk,-14.994662284851074,R,-8.596211433410645,a2
66,entity,1, R,-0.1865525096654892,Sk,-14.876131057739258,R,-8.133862495422363,a2
66,both,1, R,-0.1865525096654892,Sk,-14.876131057739258,R,-8.133862495422363,a2
67,control,0, H,-0.8496160507202148,H,-10.356011390686035,Singapore,-9.834691047668457,a1
67,attribute,0, H,-1.1766568422317505,H,-9.913768768310547,Singapore,-13.04889965057373,a1
67,entity,0, H,-1.2415341138839722,H,-10.071993827819824,Singapore,-8.540492057800293,a1
67,both,0, H,-1.2415341138839722,H,-10.071993827819824,Singapore,-8.540492057800293,a1
67,control,1, Singapore,-0.2720698416233063,H,-12.186321258544922,Singapore,-7.406983375549316,a2
67,attribute,1,"
",-1.6337168216705322,H,-10.27581787109375,Singapore,-10.463855743408203,a2
67,entity,1, Singapore,-0.34954580664634705,H,-11.575390815734863,Singapore,-7.17089319229126,a2
67,both,1, Singapore,-0.34954580664634705,H,-11.575390815734863,Singapore,-7.17089319229126,a2
68,control,0, Warsaw,-0.6959351897239685,Wars,-8.488724708557129,Car,-12.456559181213379,a1
68,attribute,0,"
",-1.4235199689865112,Wars,-9.01644515991211,Car,-11.592638969421387,a1
68,entity,0, Warsaw,-0.6562580466270447,Wars,-8.268400192260742,Car,-11.964885711669922,a1
68,both,0, Warsaw,-0.6562580466270447,Wars,-8.268400192260742,Car,-11.964885711669922,a1
68,control,1, Car,-0.4198404550552368,Wars,-13.349205017089844,Car,-7.907752513885498,a2
68,attribute,1, Car,-0.5682393312454224,Wars,-13.271636962890625,Car,-7.836933135986328,a2
68,entity,1, Car,-0.5580549240112305,Wars,-11.731942176818848,Car,-7.789084434509277,a2
68,both,1, Car,-0.5580549240112305,Wars,-11.731942176818848,Car,-7.789084434509277,a2
69,control,0, Manila,-0.6597350835800171,Man,-8.546945571899414,An,-14.393722534179688,a1
69,attribute,0, the,-1.2930768728256226,Man,-8.12136173248291,An,-12.857185363769531,a1
69,entity,0, Manila,-0.8107093572616577,Man,-8.397542953491211,An,-13.790775299072266,a1
69,both,0, Manila,-0.8107093572616577,Man,-8.397542953491211,An,-13.790775299072266,a1
69,control,1, Ankara,-0.7266284823417664,Man,-13.603177070617676,An,-10.47006893157959,a2
69,attribute,1, An,-1.526365876197815,Man,-12.81700611114502,An,-8.972067832946777,a2
69,entity,1, Ankara,-0.9724591970443726,Man,-13.294903755187988,An,-9.507325172424316,a2
69,both,1, Ankara,-0.9724591970443726,Man,-13.294903755187988,An,-9.507325172424316,a2
70,control,0, Sudan,-0.8034919500350952,K,-9.665474891662598,Os,-12.46137809753418,a1
70,attribute,0, Kh,-1.8539923429489136,K,-7.728747367858887,Os,-12.331277847290039,a1
70,entity,0, Kh,-0.840529203414917,K,-8.79798412322998,Os,-12.043787956237793,a1
70,both,0, Kh,-0.840529203414917,K,-8.79798412322998,Os,-12.043787956237793,a1
70,control,1, Oslo,-0.7622301578521729,K,-12.343639373779297,Os,-8.27452278137207,a2
70,attribute,1,"
",-2.1973226070404053,K,-10.253707885742188,Os,-8.011176109313965,a2
70,entity,1, Oslo,-1.2432633638381958,K,-10.905593872070312,Os,-7.857273101806641,a2
70,both,1, Oslo,-1.2432633638381958,K,-10.905593872070312,Os,-7.857273101806641,a2
71,control,0, Uganda,-0.5258978605270386,K,-8.512155532836914,L,-9.998941421508789,a1
71,attribute,0,"
",-2.1144587993621826,K,-7.29827880859375,L,-8.331649780273438,a1
71,entity,0, Uganda,-1.2584737539291382,K,-7.692446231842041,L,-9.113746643066406,a1
71,both,0, Uganda,-1.2584737539291382,K,-7.692446231842041,L,-9.113746643066406,a1
71,control,1, L,-1.1316123008728027,K,-11.17790412902832,L,-8.277580261230469,a2
71,attribute,1, L,-0.8584485054016113,K,-10.629554748535156,L,-8.039470672607422,a2
71,entity,1, L,-1.0067436695098877,K,-10.395750999450684,L,-7.720569610595703,a2
71,both,1, L,-1.0067436695098877,K,-10.395750999450684,L,-7.720569610595703,a2
72,control,0, Bel,-0.7036919593811035,Bel,-7.986281871795654,Mon,-12.011960983276367,a1
72,attribute,0,"
",-1.6107335090637207,Bel,-9.530867576599121,Mon,-13.871381759643555,a1
72,entity,0, Bel,-1.058850884437561,Bel,-7.99592924118042,Mon,-11.754082679748535,a1
72,both,0, Bel,-1.058850884437561,Bel,-7.99592924118042,Mon,-11.754082679748535,a1
72,control,1, Monaco,-0.32687535881996155,Bel,-11.84518051147461,Mon,-9.125566482543945,a2
72,attribute,1,"
",-2.132539987564087,Bel,-11.606889724731445,Mon,-10.415889739990234,a2
72,entity,1, Monaco,-0.9187825322151184,Bel,-10.458102226257324,Mon,-9.208246231079102,a2
